Hotel,Customer Country,Customer ID,Booking_ID,Booking Date,Lead Time,Arrival Date,Weekend Nights,Week Nights,Adults,Children,is_canceled,Meal,Market Segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,Customer Cancel Count,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
Resort Hotel - Ahmedabad,France,CUST_266,INN00454,23-Jun-24,35,28-Jul-24,1,3,2,0,1,BB,Online TA,0,0,0,D,D,0,0,135,0,0,Canceled
Resort Hotel - Ahmedabad,France,CUST_206,INN00455,10-Oct-23,113,31-Jan-24,2,4,2,0,0,HB,Online TA,0,0,0,A,A,0,1,166,0,1,Check-Out
Resort Hotel - Jaipur,India,CUST_421,INN00456,14-Sep-24,35,19-Oct-24,2,4,2,0,1,BB,Online TA,0,0,0,D,D,0,1,135,0,0,Canceled
Resort Hotel - Chennai,Canada,CUST_069,INN00457,18-Jul-24,68,24-Sep-24,2,5,2,0,0,HB,Offline TA/TO,0,0,0,A,A,0,0,130,0,0,Check-Out
Resort Hotel - Kolkata,Germany,CUST_575,INN00458,21-Mar-24,113,12-Jul-24,2,6,2,0,0,BB,Offline TA/TO,0,0,0,A,A,1,1,96.3,0,0,Check-Out
Resort Hotel - Indore,USA,CUST_243,INN00459,16-Jul-24,21,6-Aug-24,4,10,1,0,0,HB,Direct,0,0,0,E,E,1,3,160,0,0,Check-Out
Resort Hotel - Goa,Germany,CUST_445,INN00460,25-Jun-24,6,1-Jul-24,0,0,2,0,0,BB,Online TA,0,0,0,A,A,0,0,0,0,1,Check-Out
Resort Hotel - Delhi,India,CUST_021,INN00461,31-Aug-24,7,7-Sep-24,0,2,2,0,0,BB,Direct,0,0,0,A,F,0,0,127.25,0,1,Check-Out
Resort Hotel - Chennai,India,CUST_121,INN00462,23-Nov-24,17,10-Dec-24,0,2,2,0,0,BB,Online TA,0,0,0,E,F,0,0,164,0,2,Check-Out
Resort Hotel - Kochi,Australia,CUST_088,INN00463,30-Nov-24,1,1-Dec-24,0,2,2,0,0,BB,Online TA,0,0,0,D,E,0,1,144.5,0,0,Check-Out
Resort Hotel - Chandigarh,UAE,CUST_047,INN00464,21-Dec-24,2,23-Dec-24,0,2,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,112,0,0,Check-Out
Resort Hotel - Ahmedabad,India,CUST_530,INN00465,11-Jan-24,15,26-Jan-24,0,2,2,0,1,BB,Online TA,0,0,0,A,A,0,1,134,0,1,Canceled
Resort Hotel - Chennai,India,CUST_592,INN00466,21-Jul-24,7,28-Jul-24,0,2,2,0,1,BB,Direct,0,0,0,A,A,0,0,127.25,0,1,Canceled
Resort Hotel - Lucknow,India,CUST_311,INN00467,28-Jan-24,11,8-Feb-24,0,2,2,0,0,BB,Online TA,0,0,0,A,D,0,2,155.5,1,0,Check-Out
Resort Hotel - Chandigarh,Canada,CUST_589,INN00468,16-Oct-24,6,22-Oct-24,0,2,2,0,1,BB,Online TA,0,0,0,A,C,0,1,110.5,0,1,No-Show
Resort Hotel - Pune,USA,CUST_453,INN00469,23-Jun-24,1,24-Jun-24,0,2,2,0,0,BB,Direct,0,0,0,D,D,0,3,144.5,0,0,Check-Out
Resort Hotel - Lucknow,Australia,CUST_468,INN00470,7-Sep-24,1,8-Sep-24,0,2,2,0,0,BB,Direct,0,0,0,D,E,0,1,144.5,0,0,Check-Out
Resort Hotel - Kochi,Australia,CUST_498,INN00471,19-Mar-24,48,6-May-24,0,2,2,0,0,BB,Offline TA/TO,0,0,0,D,F,0,1,123,0,0,Check-Out
Resort Hotel - Goa,India,CUST_540,INN00472,6-Jun-24,15,21-Jun-24,0,2,2,0,0,BB,Online TA,0,0,0,A,E,0,3,120.6,0,1,Check-Out
Resort Hotel - Ahmedabad,India,CUST_351,INN00473,25-Feb-24,3,28-Feb-24,0,2,1,0,1,BB,Offline TA/TO,0,0,0,A,A,0,0,107.6,0,0,No-Show
Resort Hotel - Bhopal,Canada,CUST_299,INN00474,21-Aug-24,23,13-Sep-24,1,2,2,0,1,BB,Online TA,0,0,0,A,A,0,1,120.6,0,1,Canceled
Resort Hotel - Bhopal,Canada,CUST_439,INN00475,5-Sep-24,53,28-Oct-24,2,3,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,2,107,0,0,Check-Out
Resort Hotel - Ahmedabad,Canada,CUST_259,INN00476,8-Feb-24,53,1-Apr-24,2,3,2,1,0,BB,Offline TA/TO,0,0,0,A,A,0,1,133.75,1,0,Check-Out
Resort Hotel - Bhopal,Germany,CUST_155,INN00477,17-Dec-23,94,20-Mar-24,2,3,2,0,0,BB,Direct,0,0,0,A,D,0,3,103.5,0,0,Check-Out
Resort Hotel - Bangalore,Germany,CUST_585,INN00478,27-Feb-24,64,1-May-24,2,3,1,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,84.8,0,1,Check-Out
Resort Hotel - Bhopal,UAE,CUST_117,INN00479,3-Apr-24,53,26-May-24,2,3,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,107,0,0,Check-Out
Resort Hotel - Bangalore,India,CUST_272,INN00480,14-Jul-24,53,5-Sep-24,2,3,1,0,0,BB,Offline TA/TO,0,0,0,A,A,0,0,107,1,0,Check-Out
Resort Hotel - Mumbai,India,CUST_282,INN00481,25-Jan-24,64,29-Mar-24,2,3,1,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,84.8,0,1,Check-Out
Resort Hotel - Pune,Germany,CUST_375,INN00482,5-Sep-24,53,28-Oct-24,2,3,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,2,107,1,0,Check-Out
Resort Hotel - Delhi,UK,CUST_214,INN00483,12-Jan-24,24,5-Feb-24,2,3,3,1,0,BB,Direct,0,0,0,G,G,1,1,195,0,1,Check-Out
Resort Hotel - Chandigarh,India,CUST_582,INN00484,27-Dec-23,24,20-Jan-24,2,4,2,0,0,BB,Online TA,0,0,0,E,E,0,2,164,0,0,Check-Out
Resort Hotel - Pune,Canada,CUST_069,INN00485,2-Mar-24,23,25-Mar-24,2,5,2,2,0,BB,Direct,0,0,0,G,G,0,0,195,0,0,Check-Out
Resort Hotel - Mumbai,India,CUST_440,INN00486,14-Jun-24,53,6-Aug-24,2,5,2,0,0,BB,Online TA,0,0,0,A,D,1,2,125,0,2,Check-Out
Resort Hotel - Bangalore,India,CUST_580,INN00487,22-Sep-24,23,15-Oct-24,2,5,2,2,1,BB,Direct,0,0,0,G,G,0,1,195,0,0,Canceled
Resort Hotel - Chennai,UAE,CUST_517,INN00488,30-Apr-24,90,29-Jul-24,2,5,2,0,0,HB,Online TA,0,0,0,A,A,1,1,132.3,0,3,Check-Out
Resort Hotel - Bangalore,Canada,CUST_139,INN00489,20-Dec-23,79,8-Mar-24,2,5,2,0,0,BB,Online TA,0,0,0,E,E,0,0,145,0,2,Check-Out
Resort Hotel - Bangalore,Australia,CUST_218,INN00490,29-Jun-24,43,11-Aug-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,0,92,0,0,Check-Out
Resort Hotel - Indore,India,CUST_100,INN00491,24-Oct-23,90,22-Jan-24,2,5,2,0,0,HB,Online TA,0,0,0,A,A,1,0,132.3,0,3,Check-Out
Resort Hotel - Indore,India,CUST_320,INN00492,6-Feb-24,65,11-Apr-24,2,6,2,0,0,HB,Online TA,0,0,0,A,A,0,1,147,0,2,Check-Out
Resort Hotel - Mumbai,India,CUST_232,INN00493,13-May-24,65,17-Jul-24,2,6,2,0,0,HB,Online TA,0,0,0,D,D,0,1,167,1,2,Check-Out
Resort Hotel - Delhi,USA,CUST_133,INN00494,6-Aug-24,99,13-Nov-24,2,6,3,0,0,BB,Direct,0,0,0,H,H,0,0,210,0,1,Check-Out
Resort Hotel - Goa,UK,CUST_154,INN00495,8-Nov-24,25,3-Dec-24,3,7,2,0,0,HB,Direct,0,0,0,F,F,1,0,194.9,0,2,Check-Out
Resort Hotel - Goa,India,CUST_380,INN00496,20-May-24,92,20-Aug-24,1,2,2,0,0,BB,Online TA,0,0,0,A,A,3,1,103.5,1,3,Check-Out
Resort Hotel - Goa,France,CUST_436,INN00497,8-Aug-24,91,7-Nov-24,1,2,2,1,0,BB,Online TA,0,0,0,A,A,3,1,118.5,0,3,Check-Out
Resort Hotel - Kolkata,France,CUST_026,INN00498,26-Feb-24,38,4-Apr-24,1,2,2,1,0,HB,Online TA,0,0,0,E,E,1,0,192,0,1,Check-Out
Resort Hotel - Delhi,USA,CUST_103,INN00499,20-Mar-24,6,26-Mar-24,1,2,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,1,128.27,0,0,Check-Out
Resort Hotel - Pune,India,CUST_252,INN00500,14-Apr-24,38,22-May-24,1,2,2,0,0,BB,Online TA,0,0,0,D,D,0,1,135,0,0,Check-Out
Resort Hotel - Lucknow,Canada,CUST_529,INN00501,31-Oct-24,13,13-Nov-24,1,2,2,0,0,BB,Online TA,0,0,0,A,A,0,1,126.3,0,2,Check-Out
Resort Hotel - Hyderabad,India,CUST_550,INN00502,13-Dec-23,32,14-Jan-24,1,2,2,0,1,BB,Online TA,0,0,0,D,D,0,1,154,0,0,Canceled
Resort Hotel - Pune,India,CUST_231,INN00503,9-Apr-23,315,18-Feb-24,1,2,2,0,0,BB,Offline TA/TO,0,0,0,A,D,0,0,96.3,0,0,Check-Out
Resort Hotel - Delhi,USA,CUST_043,INN00504,21-Dec-24,8,29-Dec-24,1,2,2,0,0,BB,Online TA,0,0,0,A,D,0,0,126.3,0,2,Check-Out
Resort Hotel - Lucknow,USA,CUST_153,INN00505,25-May-24,0,25-May-24,0,1,2,0,1,BB,Direct,0,0,0,L,C,0,0,136,0,0,Canceled
Resort Hotel - Kolkata,India,CUST_460,INN00506,18-Jun-24,91,17-Sep-24,1,2,2,1,0,BB,Online TA,0,0,0,A,A,4,0,118.5,0,3,Check-Out
Resort Hotel - Pune,India,CUST_022,INN00507,31-Jul-24,3,3-Aug-24,1,2,2,0,0,BB,Online TA,0,0,0,A,C,0,2,116.33,1,1,Check-Out
Resort Hotel - Pune,UK,CUST_114,INN00508,23-Jan-24,9,1-Feb-24,2,2,3,0,0,BB,Direct,0,0,0,A,A,0,0,164,0,1,Check-Out
Resort Hotel - Bhopal,UAE,CUST_167,INN00509,18-Sep-24,19,7-Oct-24,2,1,2,0,0,BB,Online TA,0,0,0,D,F,0,0,147.67,0,2,Check-Out
Resort Hotel - Pune,UAE,CUST_397,INN00510,24-Dec-23,25,18-Jan-24,2,4,2,0,0,BB,Direct,0,0,0,E,E,0,1,145,0,0,Check-Out
Resort Hotel - Kolkata,UK,CUST_134,INN00511,3-Oct-23,108,19-Jan-24,2,4,2,1,0,HB,Online TA,0,0,0,A,A,1,2,147,1,2,Check-Out
Resort Hotel - Chennai,India,CUST_042,INN00512,15-Jul-24,37,21-Aug-24,2,4,2,2,1,HB,Online TA,0,0,0,C,C,0,1,168.3,0,0,Canceled
Resort Hotel - Pune,Germany,CUST_375,INN00513,1-Aug-24,45,15-Sep-24,2,5,2,0,0,HB,Online TA,0,0,0,D,D,0,2,167,0,0,Check-Out
Resort Hotel - Kolkata,India,CUST_541,INN00514,24-Apr-24,64,27-Jun-24,2,5,2,0,0,BB,Direct,0,0,0,E,E,0,2,137.75,1,1,Check-Out
Resort Hotel - Lucknow,USA,CUST_263,INN00515,3-Jan-24,44,16-Feb-24,2,2,2,0,0,BB,Direct,0,0,0,E,E,1,0,145,0,0,Check-Out
Resort Hotel - Indore,France,CUST_476,INN00516,26-Nov-24,26,22-Dec-24,2,2,2,0,0,BB,Online TA,0,0,0,A,A,0,0,132.6,1,0,Check-Out
Resort Hotel - Jaipur,UK,CUST_284,INN00517,19-Jan-24,96,24-Apr-24,2,2,2,0,1,HB,Online TA,0,0,0,A,A,0,0,147,0,0,Canceled
Resort Hotel - Ahmedabad,India,CUST_562,INN00518,25-Aug-24,123,26-Dec-24,2,2,2,1,1,BB,Online TA,0,0,0,E,E,1,0,157,0,2,Canceled
Resort Hotel - Ahmedabad,Canada,CUST_259,INN00519,25-Aug-24,42,6-Oct-24,2,3,2,2,1,BB,Online TA,0,0,0,H,H,0,1,210,0,0,Canceled
Resort Hotel - Chennai,UK,CUST_044,INN00520,13-Nov-23,59,11-Jan-24,2,3,2,0,0,BB,Offline TA/TO,0,0,0,E,E,0,0,132.5,0,0,Check-Out
Resort Hotel - Chandigarh,Australia,CUST_248,INN00521,31-Jul-24,28,28-Aug-24,2,3,2,0,0,BB,Online TA,0,0,0,A,A,0,0,98.02,0,1,Check-Out
Resort Hotel - Delhi,UAE,CUST_587,INN00522,12-Mar-24,106,26-Jun-24,2,3,2,2,0,BB,Direct,0,0,0,C,C,0,2,126,0,2,Check-Out
Resort Hotel - Kolkata,Australia,CUST_498,INN00523,20-Apr-24,1,21-Apr-24,0,1,2,0,0,BB,Direct,0,0,0,D,D,0,1,173,0,1,Check-Out
Resort Hotel - Pune,Australia,CUST_528,INN00524,20-Nov-24,0,20-Nov-24,0,1,2,2,0,FB,Direct,0,0,0,C,C,0,1,249,0,0,Check-Out
Resort Hotel - Jaipur,Germany,CUST_415,INN00525,5-Jul-24,4,9-Jul-24,1,1,1,2,0,BB,Online TA,0,0,0,G,G,0,0,186.5,0,0,Check-Out
Resort Hotel - Jaipur,UAE,CUST_477,INN00526,13-Nov-24,3,16-Nov-24,2,1,1,0,0,BB,Direct,0,0,0,D,E,0,0,95,0,1,Check-Out
Resort Hotel - Mumbai,Canada,CUST_119,INN00527,25-Jul-24,73,6-Oct-24,2,5,2,1,0,FB,Direct,0,0,0,D,D,0,2,241.5,0,2,Check-Out
Resort Hotel - Indore,India,CUST_152,INN00528,14-Apr-24,44,28-May-24,2,5,2,0,0,HB,Online TA,0,0,0,E,E,0,0,177,1,0,Check-Out
Resort Hotel - Bangalore,India,CUST_081,INN00529,19-Jun-24,95,22-Sep-24,2,5,2,0,0,FB,Offline TA/TO,0,0,0,A,A,0,0,153.73,1,0,Check-Out
Resort Hotel - Jaipur,France,CUST_366,INN00530,18-Nov-23,94,20-Feb-24,2,5,2,0,0,BB,Direct,0,0,0,A,D,0,1,115,0,1,Check-Out
Resort Hotel - Chandigarh,India,CUST_232,INN00531,22-Jun-24,40,1-Aug-24,2,5,2,0,1,HB,Offline TA/TO,0,0,0,D,D,0,1,127.03,0,2,Canceled
Resort Hotel - Goa,France,CUST_246,INN00532,28-Jan-24,64,1-Apr-24,2,5,2,0,0,BB,Direct,0,0,0,D,D,0,0,128.25,0,1,Check-Out
Resort Hotel - Hyderabad,France,CUST_116,INN00533,18-Feb-24,64,22-Apr-24,2,5,2,0,0,BB,Direct,0,0,0,D,D,0,0,128.25,0,1,Check-Out
Resort Hotel - Kolkata,Canada,CUST_119,INN00534,9-Oct-23,94,11-Jan-24,2,5,2,0,0,BB,Direct,0,0,0,A,D,0,2,115,0,1,Check-Out
Resort Hotel - Kolkata,Canada,CUST_229,INN00535,27-Dec-23,57,22-Feb-24,2,6,2,0,0,HB,Offline TA/TO,0,0,0,A,A,0,0,135,0,1,Check-Out
Resort Hotel - Ahmedabad,India,CUST_102,INN00536,27-Oct-24,60,26-Dec-24,2,6,2,0,1,HB,Online TA,0,0,0,D,D,0,0,167,0,0,Canceled
Resort Hotel - Chennai,Germany,CUST_155,INN00537,6-Apr-24,57,2-Jun-24,2,6,2,0,0,HB,Offline TA/TO,0,0,0,A,A,0,3,135,0,1,Check-Out
Resort Hotel - Kolkata,India,CUST_141,INN00538,9-Oct-23,87,4-Jan-24,4,10,2,0,0,BB,Online TA,0,0,0,A,A,0,0,124.5,0,0,Check-Out
Resort Hotel - Chennai,UAE,CUST_077,INN00539,15-Jul-24,0,15-Jul-24,1,0,2,0,0,BB,Direct,0,0,0,A,A,0,1,98,0,0,Check-Out
Resort Hotel - Goa,India,CUST_001,INN00540,7-Feb-24,0,7-Feb-24,1,0,2,0,0,BB,Online TA,0,0,0,A,A,0,1,98,1,0,Check-Out
Resort Hotel - Ahmedabad,India,CUST_382,INN00541,20-Jan-24,6,26-Jan-24,1,0,2,0,0,BB,Direct,0,0,0,D,D,0,3,135,0,0,Check-Out
Resort Hotel - Hyderabad,France,CUST_436,INN00542,21-Jan-24,0,21-Jan-24,1,0,2,0,0,BB,Online TA,0,0,0,A,A,0,1,88.2,0,0,Check-Out
Resort Hotel - Hyderabad,India,CUST_112,INN00543,22-Aug-24,19,10-Sep-24,1,0,2,0,0,BB,Online TA,0,0,0,A,A,0,1,120.6,1,1,Check-Out
Resort Hotel - Ahmedabad,Canada,CUST_279,INN00544,25-Dec-24,4,29-Dec-24,2,0,2,0,0,BB,Online TA,0,0,0,E,E,0,2,154.5,1,2,Check-Out
Resort Hotel - Chennai,Germany,CUST_145,INN00545,14-Jan-24,59,13-Mar-24,2,1,2,0,1,BB,Online TA,0,0,0,E,E,0,0,145,0,0,Canceled
Resort Hotel - Kolkata,Australia,CUST_508,INN00546,29-Nov-23,44,12-Jan-24,2,2,2,0,0,BB,Direct,0,0,0,A,A,0,2,92,0,0,Check-Out
Resort Hotel - Bhopal,France,CUST_286,INN00547,22-Mar-24,37,28-Apr-24,2,2,2,0,1,BB,Online TA,0,0,0,D,D,0,3,154,0,0,Canceled
Resort Hotel - Delhi,India,CUST_400,INN00548,26-Nov-23,66,31-Jan-24,2,3,2,0,0,BB,Direct,0,0,0,A,A,0,1,115,0,1,Check-Out
Resort Hotel - Mumbai,India,CUST_251,INN00549,18-Nov-24,38,26-Dec-24,2,4,1,0,1,BB,Offline TA/TO,0,0,0,D,D,0,1,110.53,0,0,Canceled
Resort Hotel - Kolkata,Australia,CUST_528,INN00550,27-Mar-24,62,28-May-24,2,5,2,0,1,HB,Offline TA/TO,0,0,0,E,E,0,1,158.5,0,1,Canceled
Resort Hotel - Indore,France,CUST_436,INN00551,27-Feb-24,41,8-Apr-24,2,5,2,2,0,HB,Online TA,0,0,0,C,C,0,1,131.37,0,1,Check-Out
Resort Hotel - Jaipur,India,CUST_222,INN00552,29-Jan-24,60,29-Mar-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,0,0,117.71,0,0,Canceled
Resort Hotel - Chennai,UK,CUST_034,INN00553,4-Sep-24,104,17-Dec-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,0,123,0,1,Check-Out
Resort Hotel - Bhopal,India,CUST_591,INN00554,26-Apr-24,62,27-Jun-24,2,5,2,0,1,HB,Offline TA/TO,0,0,0,E,E,0,1,158.5,0,1,Canceled
Resort Hotel - Kolkata,India,CUST_451,INN00555,31-Aug-24,117,26-Dec-24,2,5,2,0,0,BB,Online TA,0,0,0,A,A,1,1,117.84,0,2,Check-Out
Resort Hotel - Hyderabad,Germany,CUST_505,INN00556,23-Sep-24,31,24-Oct-24,2,5,2,0,1,BB,Online TA,0,0,0,D,D,0,0,154,0,0,Canceled
Resort Hotel - Chennai,India,CUST_322,INN00557,26-May-24,34,29-Jun-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,0,116.85,0,0,Check-Out
Resort Hotel - Chandigarh,UK,CUST_264,INN00558,3-Jun-24,47,20-Jul-24,2,4,2,1,0,BB,Online TA,0,0,0,A,A,0,0,129.16,0,1,Check-Out
Resort Hotel - Goa,Canada,CUST_079,INN00559,30-Mar-24,24,23-Apr-24,2,4,2,2,1,BB,Online TA,0,0,0,G,G,0,2,214,0,0,Canceled
Resort Hotel - Kochi,India,CUST_031,INN00560,5-Jun-24,104,17-Sep-24,2,4,2,0,1,BB,Online TA,0,0,0,A,A,0,1,115,0,2,Canceled
Resort Hotel - Bhopal,India,CUST_522,INN00561,1-Oct-23,104,13-Jan-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,1,123,0,1,Check-Out
Resort Hotel - Chandigarh,Australia,CUST_388,INN00562,13-Nov-24,32,15-Dec-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,1,123,0,0,Check-Out
Resort Hotel - Goa,India,CUST_211,INN00563,24-Apr-24,47,10-Jun-24,3,5,2,2,1,BB,Online TA,0,0,0,G,G,0,0,195,0,0,Canceled
Resort Hotel - Bangalore,Canada,CUST_529,INN00564,24-Jun-24,29,23-Jul-24,4,6,2,0,0,BB,Offline TA/TO,0,0,0,C,C,0,1,135.2,0,0,Check-Out
Resort Hotel - Kochi,India,CUST_502,INN00565,3-Jul-24,30,2-Aug-24,4,10,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,2,123,0,2,Check-Out
Resort Hotel - Mumbai,UK,CUST_374,INN00566,13-Apr-24,123,14-Aug-24,2,4,2,1,0,BB,Online TA,0,0,0,E,E,2,1,130.5,0,1,Check-Out
Resort Hotel - Goa,Canada,CUST_039,INN00567,3-Jan-24,14,17-Jan-24,1,0,1,0,0,BB,Offline TA/TO,0,0,0,A,C,0,0,123,0,0,Check-Out
Resort Hotel - Chandigarh,India,CUST_060,INN00568,13-Jul-24,118,8-Nov-24,1,2,2,2,1,BB,Online TA,0,0,0,G,G,0,0,179.1,0,2,Canceled
Resort Hotel - Kolkata,Germany,CUST_505,INN00569,22-Aug-24,0,22-Aug-24,0,0,1,0,0,BB,Offline TA/TO,0,0,0,A,I,0,0,0,0,0,Check-Out
Resort Hotel - Lucknow,India,CUST_561,INN00570,25-May-24,0,25-May-24,0,0,2,0,0,BB,Online TA,0,0,0,A,I,0,1,0,0,1,Check-Out
Resort Hotel - Pune,India,CUST_382,INN00571,16-Jul-24,79,3-Oct-24,1,3,2,1,0,BB,Online TA,0,0,0,A,C,0,3,115,0,3,Check-Out
Resort Hotel - Bhopal,USA,CUST_253,INN00572,15-Jan-24,63,18-Mar-24,1,3,2,0,0,BB,Online TA,0,0,0,A,D,0,1,115,0,0,Check-Out
Resort Hotel - Goa,India,CUST_392,INN00573,19-Apr-24,68,26-Jun-24,1,3,2,0,0,BB,Online TA,0,0,0,A,C,3,0,103.5,1,2,Check-Out
Resort Hotel - Hyderabad,India,CUST_002,INN00574,24-Feb-24,96,30-May-24,1,3,2,0,0,HB,Direct,0,0,0,A,A,0,1,157,1,0,Check-Out
Resort Hotel - Delhi,India,CUST_470,INN00575,16-Sep-24,41,27-Oct-24,1,3,2,0,1,BB,Online TA,0,0,0,D,D,0,0,135,0,1,Canceled
Resort Hotel - Hyderabad,India,CUST_412,INN00576,9-Nov-24,46,25-Dec-24,1,3,2,0,0,BB,Online TA,0,0,0,E,E,0,0,111.65,0,0,Check-Out
Resort Hotel - Kolkata,Canada,CUST_129,INN00577,14-May-24,41,24-Jun-24,1,3,2,0,1,BB,Online TA,0,0,0,D,D,0,1,135,0,1,Canceled
Resort Hotel - Chandigarh,France,CUST_326,INN00578,10-Jan-24,60,10-Mar-24,1,4,2,2,1,BB,Online TA,0,0,0,G,G,0,2,195,0,0,Canceled
Resort Hotel - Lucknow,India,CUST_452,INN00579,7-Apr-24,41,18-May-24,1,4,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,104,0,0,Check-Out
Resort Hotel - Chandigarh,India,CUST_162,INN00580,7-Jul-24,69,14-Sep-24,1,4,2,0,1,BB,Online TA,0,0,0,D,D,0,0,135,0,0,Canceled
Resort Hotel - Lucknow,France,CUST_126,INN00581,25-Oct-24,41,5-Dec-24,1,5,2,2,1,BB,Online TA,0,0,0,G,G,0,0,214,0,1,Canceled
Resort Hotel - Lucknow,Australia,CUST_238,INN00582,12-Apr-24,52,3-Jun-24,1,5,2,0,0,HB,Direct,0,0,0,A,D,0,0,133.17,0,0,Check-Out
Resort Hotel - Bangalore,USA,CUST_063,INN00583,22-Jan-24,41,3-Mar-24,1,5,2,0,1,BB,Online TA,0,0,0,D,D,1,0,141.33,0,1,Canceled
Resort Hotel - Ahmedabad,UAE,CUST_097,INN00584,8-Sep-24,89,6-Dec-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,E,E,0,0,121.01,0,1,Check-Out
Resort Hotel - Chandigarh,Canada,CUST_089,INN00585,11-Sep-24,28,9-Oct-24,2,5,2,1,1,FB,Direct,0,0,0,F,F,0,0,240.64,0,0,Canceled
Resort Hotel - Ahmedabad,Australia,CUST_258,INN00586,1-Sep-24,65,5-Nov-24,2,5,2,2,0,BB,Online TA,0,0,0,C,C,0,1,167.5,0,0,Check-Out
Resort Hotel - Bhopal,USA,CUST_553,INN00587,20-Dec-23,82,11-Mar-24,2,5,2,1,0,HB,Online TA,0,0,0,A,A,0,1,152.43,0,3,Check-Out
Resort Hotel - Hyderabad,Canada,CUST_439,INN00588,22-Sep-24,42,3-Nov-24,2,5,2,0,0,FB,Offline TA/TO,0,0,0,A,A,0,2,148.34,0,0,Check-Out
Resort Hotel - Mumbai,France,CUST_186,INN00589,16-Oct-24,62,17-Dec-24,2,5,2,0,0,HB,Online TA,0,0,0,D,D,1,0,167,0,1,Check-Out
Resort Hotel - Pune,UAE,CUST_137,INN00590,17-Jul-24,86,11-Oct-24,2,5,2,1,1,HB,Direct,0,0,0,A,A,1,3,172.93,0,1,Canceled
Resort Hotel - Bhopal,Germany,CUST_565,INN00591,29-Apr-24,118,25-Aug-24,2,5,2,0,1,BB,Online TA,0,0,0,G,G,0,0,179.1,0,1,Canceled
Resort Hotel - Chandigarh,India,CUST_092,INN00592,9-Nov-24,28,7-Dec-24,2,5,2,1,0,FB,Offline TA/TO,0,0,0,F,F,0,0,192.5,0,1,Check-Out
Resort Hotel - Kolkata,USA,CUST_593,INN00593,29-Feb-24,52,21-Apr-24,3,6,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,1,92,0,0,Canceled
Resort Hotel - Indore,USA,CUST_173,INN00594,16-Mar-24,49,4-May-24,3,6,2,0,1,FB,Offline TA/TO,0,0,0,D,D,0,0,111.2,0,0,Canceled
Resort Hotel - Bangalore,India,CUST_550,INN00595,13-Jun-24,39,22-Jul-24,3,7,2,1,0,HB,Offline TA/TO,0,0,0,D,D,1,1,141.6,0,1,Check-Out
Resort Hotel - Jaipur,Canada,CUST_329,INN00596,31-Dec-23,39,8-Feb-24,3,7,2,0,0,HB,Offline TA/TO,0,0,0,D,D,0,1,141.6,0,1,Check-Out
Resort Hotel - Jaipur,India,CUST_100,INN00597,19-Jun-24,39,28-Jul-24,3,7,2,0,0,HB,Offline TA/TO,0,0,0,D,D,0,0,141.6,0,1,Check-Out
Resort Hotel - Goa,UK,CUST_034,INN00598,23-Jul-24,7,30-Jul-24,3,8,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,0,200,0,0,Canceled
Resort Hotel - Delhi,UAE,CUST_147,INN00599,2-Oct-24,7,9-Oct-24,3,8,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,3,200,0,0,Canceled
Resort Hotel - Bangalore,Germany,CUST_265,INN00600,23-Feb-24,42,5-Apr-24,0,2,2,0,1,BB,Online TA,0,0,0,E,E,0,0,157,0,0,Canceled
Resort Hotel - Chennai,India,CUST_540,INN00601,13-May-24,5,18-May-24,0,2,1,0,0,BB,Corporate,0,0,0,A,F,0,3,99.5,0,0,Check-Out
Resort Hotel - Bhopal,India,CUST_381,INN00602,1-Jul-24,81,20-Sep-24,0,3,2,0,1,BB,Online TA,0,0,0,A,A,0,0,115,0,2,Canceled
Resort Hotel - Delhi,USA,CUST_463,INN00603,7-Jun-24,63,9-Aug-24,0,4,2,2,1,BB,Online TA,0,0,0,G,G,0,0,195,0,0,Canceled
Resort Hotel - Jaipur,France,CUST_496,INN00604,26-Dec-23,61,25-Feb-24,0,4,2,0,0,BB,Online TA,0,0,0,A,D,0,0,103.5,0,0,Check-Out
Resort Hotel - Mumbai,Canada,CUST_239,INN00605,7-Dec-24,8,15-Dec-24,0,5,3,0,0,BB,Direct,0,0,0,G,G,1,0,207,1,0,Check-Out
